pair_role,energy_eV_rel_EF,minus_pCOHP_total,system,state
Coact-Obridge,-0.90226,-0.009040000000000001,Al16,*OH
Coact-Obridge,-0.85213,-0.08666,Al16,*OH
Coact-Obridge,-0.80201,-0.15051,Al16,*OH
Coact-Obridge,-0.75188,-0.05024,Al16,*OH
Coact-Obridge,-0.70175,-0.00361,Al16,*OH
Coact-Obridge,-0.65163,-0.00076,Al16,*OH
Coact-Obridge,-0.6015,-0.00119,Al16,*OH
Coact-Obridge,-0.55138,-0.01786,Al16,*OH
Coact-Obridge,-0.50125,-0.06577,Al16,*OH
Coact-Obridge,-0.45113,-0.04509,Al16,*OH
Coact-Obridge,-0.401,-0.00684,Al16,*OH
Coact-Obridge,-0.35088,-0.0008100000000000001,Al16,*OH
Coact-Obridge,-0.30075,-0.00013000000000000002,Al16,*OH
Coact-Obridge,-0.25063,-2.0000000000000005e-05,Al16,*OH
Coact-Obridge,-0.2005,-4e-05,Al16,*OH
Coact-Obridge,-0.15038,-0.00037,Al16,*OH
Coact-Obridge,-0.10025,-9.999999999999972e-06,Al16,*OH
Coact-Obridge,-0.05013,0.00163,Al16,*OH
Coact-Obridge,0.0,0.00079,Al16,*OH
Coact-Obridge,0.05013,5e-05,Al16,*OH
Coact-Obridge,0.10025,0.0,Al16,*OH
Coact-Obridge,0.15038,0.0,Al16,*OH
Coact-Obridge,0.2005,0.0,Al16,*OH
Coact-Obridge,0.25063,0.0,Al16,*OH
Coact-Obridge,0.30075,0.0,Al16,*OH
Coact-Obridge,0.35088,0.0,Al16,*OH
Coact-Obridge,0.401,0.0,Al16,*OH
Coact-Obridge,0.45113,0.0,Al16,*OH
Coact-Obridge,0.50125,0.0,Al16,*OH
Coact-Obridge,0.55138,0.0,Al16,*OH
Coact-Obridge,0.6015,0.0,Al16,*OH
Coact-Obridge,0.65163,0.0,Al16,*OH
Coact-Obridge,0.70175,0.0,Al16,*OH
Coact-Obridge,0.75188,0.0,Al16,*OH
Coact-Obridge,0.80201,0.0,Al16,*OH
Coact-Obridge,0.85213,0.0,Al16,*OH
Coact-Obridge,0.90226,0.0,Al16,*OH
Coact-Obridge,0.95238,0.0,Al16,*OH
Coact-Obridge,1.00251,0.0,Al16,*OH
Coact-Obridge,1.05263,0.0,Al16,*OH
Coact-Obridge,1.10276,0.0,Al16,*OH
Coact-Obridge,1.15288,0.0,Al16,*OH
Coact-Obridge,1.20301,0.0,Al16,*OH
Coact-Obridge,1.25313,0.0,Al16,*OH
Coact-Obridge,1.30326,0.0,Al16,*OH
Coact-Obridge,1.35338,0.0,Al16,*OH
Coact-Obridge,1.40351,0.0,Al16,*OH
Coact-Obridge,1.45363,-0.0001,Al16,*OH
Coact-Obridge,1.50376,-0.00392,Al16,*OH
Coact-Obridge,1.55388,-0.02447,Al16,*OH
Coact-Obridge,1.60401,-0.036489999999999995,Al16,*OH
Coact-Obridge,1.65414,-0.05367,Al16,*OH
Coact-Obridge,1.70426,-0.05102,Al16,*OH
Coact-Obridge,1.75439,-0.03376,Al16,*OH
Coact-Obridge,1.80451,-0.031100000000000003,Al16,*OH
Coact-Obridge,1.85464,-0.03642,Al16,*OH
Coact-Obridge,1.90476,-0.01888,Al16,*OH
Coact-Obridge,1.95489,-0.0033499999999999997,Al16,*OH
Coact-Obridge,2.00501,-0.02787,Al16,*OH
Coact-Obridge,2.05514,-0.09533,Al16,*OH
Coact-Obridge,2.10526,-0.06570000000000001,Al16,*OH
Coact-Obridge,2.15539,-0.018430000000000002,Al16,*OH
Coact-Obridge,2.20551,-0.03718,Al16,*OH
Coact-Obridge,2.25564,-0.10618,Al16,*OH
Coact-Obridge,2.30576,-0.2178,Al16,*OH
Coact-Obridge,2.35589,-0.19319,Al16,*OH
Coact-Obridge,2.40602,-0.13638,Al16,*OH
Coact-Obridge,2.45614,-0.06971,Al16,*OH
Coact-Obridge,2.50627,-0.03386,Al16,*OH
Coact-Obridge,2.55639,-0.06644,Al16,*OH
Coact-Obridge,2.60652,-0.09329000000000001,Al16,*OH
Coact-Obridge,2.65664,-0.19945,Al16,*OH
Coact-Obridge,2.70677,-0.2555,Al16,*OH
Coact-Obridge,2.75689,-0.30503,Al16,*OH
Coact-Obridge,2.80702,-0.32406999999999997,Al16,*OH
Coact-Obridge,2.85714,-0.14648,Al16,*OH
Coact-Obridge,2.90727,-0.07173,Al16,*OH
Coact-Obridge,2.95739,-0.06884,Al16,*OH
Coact-Oads,-5.96491,0.16577,Al16,*O
Coact-Oads,-5.91479,0.18474,Al16,*O
Coact-Oads,-5.86466,0.25743,Al16,*O
Coact-Oads,-5.81454,0.28426,Al16,*O
Coact-Oads,-5.76441,0.26405,Al16,*O
Coact-Oads,-5.71429,0.2255,Al16,*O
Coact-Oads,-5.66416,0.1883,Al16,*O
Coact-Oads,-5.61404,0.17588,Al16,*O
Coact-Oads,-5.56391,0.12226,Al16,*O
Coact-Oads,-5.51378,0.0842,Al16,*O
Coact-Oads,-5.46366,0.09259,Al16,*O
Coact-Oads,-5.41353,0.06961,Al16,*O
Coact-Oads,-5.36341,0.016300000000000002,Al16,*O
Coact-Oads,-5.31328,-0.011210000000000001,Al16,*O
Coact-Oads,-5.26316,0.01934,Al16,*O
Coact-Oads,-5.21303,0.10640000000000001,Al16,*O
Coact-Oads,-5.16291,0.33052,Al16,*O
Coact-Oads,-5.11278,0.5466,Al16,*O
Coact-Oads,-5.06266,0.45882,Al16,*O
Coact-Oads,-5.01253,0.33736999999999995,Al16,*O
Coact-Oads,-4.96241,0.25254,Al16,*O
Coact-Oads,-4.91228,0.21741,Al16,*O
Coact-Oads,-4.86216,0.22321,Al16,*O
Coact-Oads,-4.81203,0.41801,Al16,*O
Coact-Oads,-4.7619,0.75827,Al16,*O
Coact-Oads,-4.71178,0.47375999999999996,Al16,*O
Coact-Oads,-4.66165,0.17587999999999998,Al16,*O
Coact-Oads,-4.61153,0.17711,Al16,*O
Coact-Oads,-4.5614,0.16668,Al16,*O
Coact-Oads,-4.51128,0.11895,Al16,*O
Coact-Oads,-4.46115,0.06326,Al16,*O
Coact-Oads,-4.41103,0.08571,Al16,*O
Coact-Oads,-4.3609,0.14859,Al16,*O
Coact-Oads,-4.31078,0.18419000000000002,Al16,*O
Coact-Oads,-4.26065,0.14717,Al16,*O
Coact-Oads,-4.21053,0.08371,Al16,*O
Coact-Oads,-4.1604,0.06185,Al16,*O
Coact-Oads,-4.11028,0.03222,Al16,*O
Coact-Oads,-4.06015,0.0010100000000000005,Al16,*O
Coact-Oads,-4.01003,-0.03558,Al16,*O
Coact-Oads,-3.9599,-0.019049999999999997,Al16,*O
Coact-Oads,-3.90977,0.0437,Al16,*O
Coact-Oads,-3.85965,0.09826,Al16,*O
Coact-Oads,-3.80952,0.10575,Al16,*O
Coact-Oads,-3.7594,0.11721,Al16,*O
Coact-Oads,-3.70927,0.07314999999999999,Al16,*O
Coact-Oads,-3.65915,0.02753,Al16,*O
Coact-Oads,-3.60902,0.03424,Al16,*O
Coact-Oads,-3.5589,0.05276,Al16,*O
Coact-Oads,-3.50877,0.04751,Al16,*O
Coact-Oads,-3.45865,0.020589999999999997,Al16,*O
Coact-Oads,-3.40852,0.02502,Al16,*O
Coact-Oads,-3.3584,0.00747,Al16,*O
Coact-Oads,-3.30827,0.0016699999999999996,Al16,*O
Coact-Oads,-3.25815,0.02674,Al16,*O
Coact-Oads,-3.20802,0.05501,Al16,*O
Coact-Oads,-3.15789,0.06317,Al16,*O
Coact-Oads,-3.10777,0.05704,Al16,*O
Coact-Oads,-3.05764,0.03751,Al16,*O
Coact-Oads,-3.00752,-0.002829999999999999,Al16,*O
Coact-Oads,-2.95739,-0.04313,Al16,*O
Coact-Oads,-2.90727,-0.06058,Al16,*O
Coact-Oads,-2.85714,-0.0582,Al16,*O
Coact-Oads,-2.80702,-0.055659999999999994,Al16,*O
Coact-Oads,-2.75689,-0.04605,Al16,*O
Coact-Oads,-2.70677,-0.03726,Al16,*O
Coact-Oads,-2.65664,-0.012320000000000001,Al16,*O
Coact-Oads,-2.60652,-0.005339999999999999,Al16,*O
Coact-Oads,-2.55639,-0.01679,Al16,*O
Coact-Oads,-2.50627,-0.012839999999999999,Al16,*O
Coact-Oads,-2.45614,-0.007919999999999998,Al16,*O
Coact-Oads,-2.40602,-0.02989,Al16,*O
Coact-Oads,-2.35589,-0.04943,Al16,*O
Coact-Oads,-2.30576,-0.07805999999999999,Al16,*O
Coact-Oads,-2.25564,-0.12147,Al16,*O
Coact-Oads,-2.20551,-0.10949,Al16,*O
Coact-Oads,-2.15539,-0.07227,Al16,*O
Coact-Oads,-2.10526,-0.05358,Al16,*O
Coact-Oads,-2.05514,-0.03968,Al16,*O
Coact-Oads,-2.00501,-0.022940000000000002,Al16,*O
Coact-Oads,-1.95489,-0.006249999999999999,Al16,*O
Coact-Oads,-1.90476,0.02108,Al16,*O
Coact-Oads,-1.85464,0.0022800000000000008,Al16,*O
Coact-Oads,-1.80451,-0.02451,Al16,*O
Coact-Oads,-1.75439,-0.026869999999999998,Al16,*O
Coact-Oads,-1.70426,-0.02067,Al16,*O
Coact-Oads,-1.65414,-0.01335,Al16,*O
Coact-Oads,-1.60401,-0.011640000000000001,Al16,*O
Coact-Oads,-1.55388,-0.0071400000000000005,Al16,*O
Coact-Oads,-1.50376,-0.009519999999999999,Al16,*O
Coact-Oads,-1.45363,-0.01422,Al16,*O
Coact-Oads,-1.40351,-0.00988,Al16,*O
Coact-Oads,-1.35338,-0.0027600000000000003,Al16,*O
Coact-Oads,-1.30326,0.0024000000000000002,Al16,*O
Coact-Oads,-1.25313,-0.00387,Al16,*O
Coact-Oads,-1.20301,-0.03071,Al16,*O
Coact-Oads,-1.15288,-0.045129999999999997,Al16,*O
Coact-Oads,-1.10276,-0.03393,Al16,*O
Coact-Oads,-1.05263,-0.02318,Al16,*O
Coact-Oads,-1.00251,-0.03454,Al16,*O
Coact-Oads,-0.95238,-0.04342,Al16,*O
Coact-Oads,-0.90226,-0.08591,Al16,*O
Coact-Oads,-0.85213,-0.1219,Al16,*O
Coact-Oads,-0.80201,-0.04004,Al16,*O
Coact-Oads,-0.75188,-0.00455,Al16,*O
Coact-Oads,-0.70175,-0.0031499999999999996,Al16,*O
Coact-Oads,-0.65163,-0.00529,Al16,*O
Coact-Oads,-0.6015,-0.0025600000000000006,Al16,*O
Coact-Oads,-0.55138,-0.00226,Al16,*O
Coact-Oads,-0.50125,-0.01305,Al16,*O
Coact-Oads,-0.45113,-0.03986,Al16,*O
Coact-Oads,-0.401,-0.06513,Al16,*O
Coact-Oads,-0.35088,-0.05462,Al16,*O
Coact-Oads,-0.30075,-0.077,Al16,*O
Coact-Oads,-0.25063,-0.22436,Al16,*O
Coact-Oads,-0.2005,-0.28916000000000003,Al16,*O
Coact-Oads,-0.15038,-0.08193,Al16,*O
Coact-Oads,-0.10025,-0.008570000000000001,Al16,*O
Coact-Oads,-0.05013,-0.004,Al16,*O
Coact-Oads,0.0,-0.00183,Al16,*O
Coact-Oads,0.05013,-0.0006000000000000001,Al16,*O
Coact-Oads,0.10025,-9e-05,Al16,*O
Coact-Oads,0.15038,0.0,Al16,*O
Coact-Oads,0.2005,0.0,Al16,*O
Coact-Oads,0.25063,0.0,Al16,*O
Coact-Oads,0.30075,0.0,Al16,*O
Coact-Oads,0.35088,0.0,Al16,*O
Coact-Oads,0.401,0.0,Al16,*O
Coact-Oads,0.45113,0.0,Al16,*O
Coact-Oads,0.50125,0.0,Al16,*O
Coact-Oads,0.55138,0.0,Al16,*O
Coact-Oads,0.6015,0.0,Al16,*O
Coact-Oads,0.65163,0.0,Al16,*O
Coact-Oads,0.70175,0.0,Al16,*O
Coact-Oads,0.75188,0.0,Al16,*O
Coact-Oads,0.80201,0.0,Al16,*O
Coact-Oads,0.85213,0.0,Al16,*O
Coact-Oads,0.90226,0.0,Al16,*O
Coact-Oads,0.95238,0.0,Al16,*O
Coact-Oads,1.00251,0.0,Al16,*O
Coact-Oads,1.05263,0.0,Al16,*O
Coact-Oads,1.10276,0.0,Al16,*O
Coact-Oads,1.15288,0.0,Al16,*O
Coact-Oads,1.20301,0.0,Al16,*O
Coact-Oads,1.25313,0.0,Al16,*O
Coact-Oads,1.30326,0.0,Al16,*O
Coact-Oads,1.35338,0.0,Al16,*O
Coact-Oads,1.40351,0.0,Al16,*O
Coact-Oads,1.45363,0.0,Al16,*O
Coact-Oads,1.50376,0.0,Al16,*O
Coact-Oads,1.55388,0.0,Al16,*O
Coact-Oads,1.60401,0.0,Al16,*O
Coact-Oads,1.65414,0.0,Al16,*O
Coact-Oads,1.70426,0.0,Al16,*O
Coact-Oads,1.75439,0.0,Al16,*O
Coact-Oads,1.80451,0.0,Al16,*O
Coact-Oads,1.85464,0.0,Al16,*O
Coact-Oads,1.90476,0.0,Al16,*O
Coact-Oads,1.95489,0.0,Al16,*O
Coact-Oads,2.00501,0.0,Al16,*O
Coact-Oads,2.05514,-4e-05,Al16,*O
Coact-Oads,2.10526,-0.00456,Al16,*O
Coact-Oads,2.15539,-0.08393,Al16,*O
Coact-Oads,2.20551,-0.3075,Al16,*O
Coact-Oads,2.25564,-0.24141,Al16,*O
Coact-Oads,2.30576,-0.03945,Al16,*O
Coact-Oads,2.35589,-0.00276,Al16,*O
Coact-Oads,2.40602,-0.011689999999999999,Al16,*O
Coact-Oads,2.45614,-0.027950000000000003,Al16,*O
Coact-Oads,2.50627,-0.03109,Al16,*O
Coact-Oads,2.55639,-0.01448,Al16,*O
Coact-Oads,2.60652,-0.12844,Al16,*O
Coact-Oads,2.65664,-0.55175,Al16,*O
Coact-Oads,2.70677,-0.45001,Al16,*O
Coact-Oads,2.75689,-0.0852,Al16,*O
Coact-Oads,2.80702,-0.06887,Al16,*O
Coact-Oads,2.85714,-0.11881,Al16,*O
Coact-Oads,2.90727,-0.17654999999999998,Al16,*O
Coact-Oads,2.95739,-0.1543,Al16,*O
Coact-Obridge,-5.96491,0.14623,Al16,*O
Coact-Obridge,-5.91479,0.03733,Al16,*O
Coact-Obridge,-5.86466,0.08667,Al16,*O
Coact-Obridge,-5.81454,0.08535000000000001,Al16,*O
Coact-Obridge,-5.76441,0.018959999999999998,Al16,*O
Coact-Obridge,-5.71429,-0.038279999999999995,Al16,*O
Coact-Obridge,-5.66416,-0.0389,Al16,*O
Coact-Obridge,-5.61404,-0.01602,Al16,*O
Coact-Obridge,-5.56391,0.0072900000000000005,Al16,*O
Coact-Obridge,-5.51378,0.01616,Al16,*O
Coact-Obridge,-5.46366,0.0303,Al16,*O
Coact-Obridge,-5.41353,0.03911,Al16,*O
Coact-Obridge,-5.36341,0.023260000000000003,Al16,*O
Coact-Obridge,-5.31328,0.03589,Al16,*O
Coact-Obridge,-5.26316,0.12651,Al16,*O
Coact-Obridge,-5.21303,0.14340999999999998,Al16,*O
Coact-Obridge,-5.16291,0.08940000000000001,Al16,*O
Coact-Obridge,-5.11278,0.19676,Al16,*O
Coact-Obridge,-5.06266,0.16877,Al16,*O
Coact-Obridge,-5.01253,0.09598999999999999,Al16,*O
Coact-Obridge,-4.96241,0.3201,Al16,*O
Coact-Obridge,-4.91228,0.92726,Al16,*O
Coact-Obridge,-4.86216,0.72195,Al16,*O
Coact-Obridge,-4.81203,0.60475,Al16,*O
Coact-Obridge,-4.7619,1.1956499999999999,Al16,*O
Coact-Obridge,-4.71178,0.78968,Al16,*O
Coact-Obridge,-4.66165,0.21842999999999999,Al16,*O
Coact-Obridge,-4.61153,0.29118,Al16,*O
Coact-Obridge,-4.5614,0.35113,Al16,*O
Coact-Obridge,-4.51128,0.18409,Al16,*O
Coact-Obridge,-4.46115,0.18453,Al16,*O
Coact-Obridge,-4.41103,0.28306,Al16,*O
Coact-Obridge,-4.3609,0.24075,Al16,*O
Coact-Obridge,-4.31078,0.13651,Al16,*O
Coact-Obridge,-4.26065,0.12715,Al16,*O
Coact-Obridge,-4.21053,0.12361,Al16,*O
Coact-Obridge,-4.1604,0.11668,Al16,*O
Coact-Obridge,-4.11028,0.11296,Al16,*O
Coact-Obridge,-4.06015,0.07540000000000001,Al16,*O
Coact-Obridge,-4.01003,0.029500000000000002,Al16,*O
Coact-Obridge,-3.9599,0.03755,Al16,*O
Coact-Obridge,-3.90977,0.07035,Al16,*O
Coact-Obridge,-3.85965,0.007219999999999999,Al16,*O
Coact-Obridge,-3.80952,-0.10003,Al16,*O
Coact-Obridge,-3.7594,-0.12038,Al16,*O
Coact-Obridge,-3.70927,-0.06964999999999999,Al16,*O
Coact-Obridge,-3.65915,-0.04062,Al16,*O
Coact-Obridge,-3.60902,-0.05975,Al16,*O
Coact-Obridge,-3.5589,-0.08653999999999999,Al16,*O
Coact-Obridge,-3.50877,-0.09555,Al16,*O
Coact-Obridge,-3.45865,-0.13618,Al16,*O
Coact-Obridge,-3.40852,-0.1306,Al16,*O
Coact-Obridge,-3.3584,-0.08935000000000001,Al16,*O
Coact-Obridge,-3.30827,-0.0682,Al16,*O
Coact-Obridge,-3.25815,-0.01932,Al16,*O
Coact-Obridge,-3.20802,0.03023,Al16,*O
Coact-Obridge,-3.15789,0.04435,Al16,*O
Coact-Obridge,-3.10777,0.02964,Al16,*O
Coact-Obridge,-3.05764,0.01631,Al16,*O
Coact-Obridge,-3.00752,0.009089999999999999,Al16,*O
Coact-Obridge,-2.95739,-0.00503,Al16,*O
Coact-Obridge,-2.90727,-0.01371,Al16,*O
Coact-Obridge,-2.85714,-0.0087,Al16,*O
Coact-Obridge,-2.80702,-0.0021999999999999997,Al16,*O
Coact-Obridge,-2.75689,6.999999999999975e-05,Al16,*O
Coact-Obridge,-2.70677,0.00842,Al16,*O
Coact-Obridge,-2.65664,0.009009999999999999,Al16,*O
Coact-Obridge,-2.60652,0.00973,Al16,*O
Coact-Obridge,-2.55639,0.00974,Al16,*O
Coact-Obridge,-2.50627,-0.0032899999999999995,Al16,*O
Coact-Obridge,-2.45614,-0.0063300000000000006,Al16,*O
Coact-Obridge,-2.40602,-0.00247,Al16,*O
Coact-Obridge,-2.35589,-0.00864,Al16,*O
Coact-Obridge,-2.30576,-0.01729,Al16,*O
Coact-Obridge,-2.25564,-0.01619,Al16,*O
Coact-Obridge,-2.20551,0.01784,Al16,*O
Coact-Obridge,-2.15539,0.09067,Al16,*O
Coact-Obridge,-2.10526,0.051109999999999996,Al16,*O
Coact-Obridge,-2.05514,-0.04632,Al16,*O
Coact-Obridge,-2.00501,-0.04196,Al16,*O
Coact-Obridge,-1.95489,-0.057050000000000003,Al16,*O
Coact-Obridge,-1.90476,-0.10645,Al16,*O
Coact-Obridge,-1.85464,-0.11649999999999999,Al16,*O
Coact-Obridge,-1.80451,-0.09293,Al16,*O
Coact-Obridge,-1.75439,-0.05566,Al16,*O
Coact-Obridge,-1.70426,-0.03286,Al16,*O
Coact-Obridge,-1.65414,0.00030999999999999995,Al16,*O
Coact-Obridge,-1.60401,0.00821,Al16,*O
Coact-Obridge,-1.55388,-0.0030900000000000003,Al16,*O
Coact-Obridge,-1.50376,0.005760000000000001,Al16,*O
Coact-Obridge,-1.45363,0.053529999999999994,Al16,*O
Coact-Obridge,-1.40351,0.07031,Al16,*O
Coact-Obridge,-1.35338,0.01652,Al16,*O
Coact-Obridge,-1.30326,-0.019319999999999997,Al16,*O
Coact-Obridge,-1.25313,-0.02343,Al16,*O
Coact-Obridge,-1.20301,-0.08029,Al16,*O
Coact-Obridge,-1.15288,-0.25551,Al16,*O
Coact-Obridge,-1.10276,-0.19854,Al16,*O
Coact-Obridge,-1.05263,-0.03623,Al16,*O
Coact-Obridge,-1.00251,-0.0053100000000000005,Al16,*O
Coact-Obridge,-0.95238,-0.00479,Al16,*O
Coact-Obridge,-0.90226,-0.06417,Al16,*O
Coact-Obridge,-0.85213,-0.15958999999999998,Al16,*O
Coact-Obridge,-0.80201,-0.07655,Al16,*O
Coact-Obridge,-0.75188,-0.00802,Al16,*O
Coact-Obridge,-0.70175,-0.0008500000000000001,Al16,*O
Coact-Obridge,-0.65163,-0.0012100000000000001,Al16,*O
Coact-Obridge,-0.6015,-0.01082,Al16,*O
Coact-Obridge,-0.55138,-0.06285,Al16,*O
Coact-Obridge,-0.50125,-0.06977,Al16,*O
Coact-Obridge,-0.45113,-0.014450000000000001,Al16,*O
Coact-Obridge,-0.401,-0.00116,Al16,*O
Coact-Obridge,-0.35088,-0.00131,Al16,*O
Coact-Obridge,-0.30075,-0.00099,Al16,*O
Coact-Obridge,-0.25063,-0.00015000000000000001,Al16,*O
Coact-Obridge,-0.2005,-1e-05,Al16,*O
Coact-Obridge,-0.15038,-7.999999999999999e-05,Al16,*O
Coact-Obridge,-0.10025,-0.0006,Al16,*O
Coact-Obridge,-0.05013,-0.00158,Al16,*O
Coact-Obridge,0.0,-0.00102,Al16,*O
Coact-Obridge,0.05013,-0.00014,Al16,*O
Coact-Obridge,0.10025,0.0,Al16,*O
Coact-Obridge,0.15038,0.0,Al16,*O
Coact-Obridge,0.2005,0.0,Al16,*O
Coact-Obridge,0.25063,0.0,Al16,*O
Coact-Obridge,0.30075,0.0,Al16,*O
Coact-Obridge,0.35088,0.0,Al16,*O
Coact-Obridge,0.401,-6e-05,Al16,*O
Coact-Obridge,0.45113,-0.00028,Al16,*O
Coact-Obridge,0.50125,-0.00022,Al16,*O
Coact-Obridge,0.55138,-3e-05,Al16,*O
Coact-Obridge,0.6015,0.0,Al16,*O
Coact-Obridge,0.65163,0.0,Al16,*O
Coact-Obridge,0.70175,0.0,Al16,*O
Coact-Obridge,0.75188,0.0,Al16,*O
Coact-Obridge,0.80201,0.0,Al16,*O
Coact-Obridge,0.85213,0.0,Al16,*O
Coact-Obridge,0.90226,0.0,Al16,*O
Coact-Obridge,0.95238,0.0,Al16,*O
Coact-Obridge,1.00251,0.0,Al16,*O
Coact-Obridge,1.05263,0.0,Al16,*O
Coact-Obridge,1.10276,0.0,Al16,*O
Coact-Obridge,1.15288,0.0,Al16,*O
Coact-Obridge,1.20301,0.0,Al16,*O
Coact-Obridge,1.25313,0.0,Al16,*O
Coact-Obridge,1.30326,0.0,Al16,*O
Coact-Obridge,1.35338,0.0,Al16,*O
Coact-Obridge,1.40351,0.0,Al16,*O
Coact-Obridge,1.45363,0.0,Al16,*O
Coact-Obridge,1.50376,-2e-05,Al16,*O
Coact-Obridge,1.55388,-0.00021,Al16,*O
Coact-Obridge,1.60401,-0.00076,Al16,*O
Coact-Obridge,1.65414,-0.0069299999999999995,Al16,*O
Coact-Obridge,1.70426,-0.03213,Al16,*O
Coact-Obridge,1.75439,-0.03823,Al16,*O
Coact-Obridge,1.80451,-0.03677,Al16,*O
Coact-Obridge,1.85464,-0.034159999999999996,Al16,*O
Coact-Obridge,1.90476,-0.01799,Al16,*O
Coact-Obridge,1.95489,-0.02138,Al16,*O
Coact-Obridge,2.00501,-0.04052,Al16,*O
Coact-Obridge,2.05514,-0.01739,Al16,*O
Coact-Obridge,2.10526,-0.00764,Al16,*O
Coact-Obridge,2.15539,-0.02326,Al16,*O
Coact-Obridge,2.20551,-0.07258,Al16,*O
Coact-Obridge,2.25564,-0.10600000000000001,Al16,*O
Coact-Obridge,2.30576,-0.12891,Al16,*O
Coact-Obridge,2.35589,-0.14173,Al16,*O
Coact-Obridge,2.40602,-0.1128,Al16,*O
Coact-Obridge,2.45614,-0.15303,Al16,*O
Coact-Obridge,2.50627,-0.29839000000000004,Al16,*O
Coact-Obridge,2.55639,-0.2367,Al16,*O
Coact-Obridge,2.60652,-0.31420000000000003,Al16,*O
Coact-Obridge,2.65664,-0.46386,Al16,*O
Coact-Obridge,2.70677,-0.23431000000000002,Al16,*O
Coact-Obridge,2.75689,-0.16805,Al16,*O
Coact-Obridge,2.80702,-0.15177,Al16,*O
Coact-Obridge,2.85714,-0.07483,Al16,*O
Coact-Obridge,2.90727,-0.05302,Al16,*O
Coact-Obridge,2.95739,-0.07783,Al16,*O
